Principio Activo,Cantidad de Medicamentos,Nombre en Inglés
FENILEFRINA CLORHIDRATOPELLETS (100MG DE PELLETS)EQUIVALENTE A:,1,N/A
AMOXICILINA TRIHIDRATO 606 MG EQUIVALENTE A AMOXICILINA BASE,1,N/A
CASEINATO DE POTASIO,1,N/A
SULFATO FERROSO 3 G EQUIVALENTE A HIERRO ELEMENTAL,1,N/A
PERINDOPRIL 2.378 MG EQUIVALENTE APERINDOPRIL ARGININA,1,N/A
ACIDO ACETILSALICILICO EQUIVALENTE A 250 MG DE ACIDO ACETILSALICILICO BASE,1,N/A
CARBONATO DE CALCIO PRECIPITADO PESADOEQUIVALENTE A CARBONATO DE CALCIO,1,N/A
DEXAMETASONA FOSFATO DE SODIO,1,N/A
CEFALEXINA MONOHIDRATO 525.92 MG EQUIVALENTEA CEFALEXINA BASE,1,N/A
CRYSTALLINE BOVINE SERUM ALBUMIN (PROTEIN),1,N/A
CLORANFENICOLUSP,1,N/A
LEVOFLOXACINA CLORHIDRATO HEMIHIDRATO EQUIVALENTE A LEVOFLOXACINA BASE 250 MG,1,N/A
CLORHIDRATO 280.75MCG MG EQUIVALENTE A PALONOSETRON,1,N/A
PROTEINA TOTAL (70 - 120 MG),1,N/A
SERTRALINA CLORHIDRATO EQUIVALENTE A 50MG DE SERTRALINA,1,N/A
BENZAFIBRATO,1,N/A
ISONIACIDA BASTA,1,N/A
ANATO,1,N/A
OMEPRAZOL (EQUIVALENTE A OMEPRAZOL SODICO 42.5 MG),1,N/A
FOSFATO DE CALCIO DIHIDRATO EQUIVALENTE A CALCIO ELEMENTAL 1.191 MG,1,N/A
DL ALFA TOCOFERIL ACETATO/VITAMINA E SINTETICA (EQUIVALENTE A 100 U.I. DE VITAMINA E),1,N/A
CLAVULANATO DE POTASIO 148.875MG EQUIVALENTE A ACIDO CLAVULANICO,1,N/A
ROMERO EN POLVO,1,N/A
CLORHIDRATO DE FENILEFRINA (CON5%DEEXCESO),1,N/A
ACIDO FOSFATÍDICO EQUIVALENTE A FÓSFORO,1,N/A
CLINDAMICINA FOSFATO (EQUIVALENTE A 600 MG DE CLINDAMICINA BASE),1,N/A
CLORHIDRATODE LIDOCAINA CALCULADO SOBRE LA SUSTANCIA ANHIDRA,1,N/A
TRIBENOSIDO,1,N/A
CROMOGLICATO DE SODIOMICRONIZADO 4.3478% P/P,1,N/A
CIPROFLOXACINO CLORHIDRATO582.194 MG EQUIVALENTE A CIPROFLOXACINO,1,N/A
SALBUTAMOL SULFATO 3.012 MG EQUIVALENTE A SALBUTAMOL,1,N/A
CISAPRIDACLORHIDRATO EQUIVLENTEACISAPRIDA,1,N/A
LIQUIDO: PERFLUORO -N- OCTANO ULTRAPURO (PFNO) AL 99% DE PUREZA,1,N/A
SULBACTAN SODICO EQUIVALENTE A SULBACTAN,1,N/A
ATORVASTATINACALCIO 10.85MG EQUIVALENTEAATORVASTATINA,1,N/A
L-LISINA (EQUIVALENTE A 0.725G DE L-LISINA CLORHIDRATO),1,N/A
SULFATO DE NEOMICINA CORRESPONDIENTE A NEOMICINA,1,N/A
CEFTRIAXONA SODICA 1.19 G EQUIVALENTE A CEFTRIAXONA,1,N/A
HIOSCINAN-BUTIL BROMURO,1,N/A
NIFEDIPINO EQUIVALENTE A BASE,1,N/A
L-CLORHIDRATO DE ORTININA,1,N/A
GLICERILO GUAYACOLATO,1,N/A
DEXAMETASONA SODIOFOSFATO 10.52 MG EQUIVALENTEADEXAMETASONA,1,N/A
COMPLEJO DE SACARATO DE OXIDO FERRICO EQUIVALENTE A HIERRO,1,N/A
BUPIVACAINA CLORHIDRATO LEVOGIRA,1,N/A
REPAGLINIDA,1,N/A
RIBOFLAVINA NATURAL EQUIVALENTE A VITAMINA B 2,1,N/A
PROTEASA,1,N/A
CITRATO DE CALCIO TETRAHIDRATADO POLVO 1500 MG (EQUIVALENTE A 315 MG DE CALCIO),1,N/A
CITRATO DE CALCIO TETRAHIDRATADO (EQUIVALENTE A 200 MG DE CALCIO),1,N/A
CLORHEXIDINA GLUCONATO SOLUCION 20% W/V EQUIVALENTE AL 4% DE CLORHEXIDINA GLUCONATO,1,N/A
CIPROFLOXACINA BLORHIDRATO MONOHIDRATADO 583 MG EQUIVALENTE A CIPROFLOXACINA BASE,1,N/A
CIPROFOLOXACINO CORHIDRATO 594 MG EQUIVALENTE A CIPROFLOXACINO BASE,1,N/A
ESTREPTOMICINA SULFATO (EQUIVALENTEA AESTREPTOMICINA BASE 1000 MG),1,N/A
AMARILLA: ETINILESTRADIOL,1,N/A
MOXIFLOXACINO CLORHIDRATO MONOHIDRATO EQUIVALENTE A MOXIFLOXACINO BASE,1,N/A
CABAMAZEPINA,1,N/A
ARGININA MONOGLUTAMATO EQUIVALENTE A L-ARGININA,1,N/A
NAPROXENO SÓDICO EQUIVALENTE A NAPROXENO,1,N/A
PIOGLITAZONACLORHIDRATO 16.53 MG EQUIVALENTE A PIOGLITAZONA,1,N/A
DEXAMETASONASODIO FOSFATO EQUIVALENTE A DEXAMETASONA BASE,1,N/A
DICLOXACILINA SÓDICA MONOHIDRATO COMPACTADA (553.4 MG) EQUIVALENTE A DICLOXACILINA BASE,1,N/A
AZITROMICINA 91.0% 549.45 MG EQUIVALENTE A AZITROMICINA BASE,1,N/A
PIRETRINAS COMO PIRETRONA CSE 10-1 30 G,1,N/A
ÁCIDO 5-AMINOLEVULINICO,1,N/A
YODURO DE POTASIO EQUIVALENTEA YODO,1,N/A
TARTRATO ERGOTAMINA,1,N/A
OFLOXACINO,1,N/A
EXTRACTO PULVERIZADO DE HIERBA DE SAN JUAN(HYPERICUM PERFORATUM) CONTENIENDO 0.9 MG DE HIPERCINA,1,N/A
TEOFILINA MONOHIDRATADA (EQUIVALENTE A 100 MG DE TEOFILINA ANHIDRA),1,N/A
OXIDO CUPRICO,1,N/A
CLAVULANATO DE POTASIO 296.91 MG EQUIVALENTE A ACIDO CLAVULANICO,1,N/A
PIRANTEL PAMOATO (EQUIVALENTE A 100 MG. DE PIRANTEL BASE),1,N/A
CEFOTAXIMA SODICA ESTERIL,1,N/A
VITAMINA APALMITATOEQUIVALENTE AVITAMINA A,1,N/A
CROMOGLICATO DISODICO MICRONIZADO Y DESECADO,1,N/A
CLORHIDRATO DE MEFLOQUINA MOCRONIZADO 275 MG EQUIVALENTE A MEFLOQUINA BASE,1,N/A
BESILATO DE ATRACURIO,1,N/A
CARBIDOPA MONOHIDRATO 53.5EQUIVALENTE A CARBIDOPA,1,N/A
HIDRÓXIDODEMAGNESIO,1,N/A
RIBOFLAVINA 5FOSFATO SODICA EQ. A RIBOFLAVINA,1,N/A
CEFRADINA DIHIDRATADA 1.103G EQUIVALENTE A CEFRADINA ANHIDRA,1,N/A
PERBORATO SODICO 4H2O,1,N/A
IMATINIB MESILATO 478.0 MGEQUIVALENTE A IMATINIB BASE,1,N/A
CLORHIDRATO DE SIBUTRAMINA MONOHIDRATADA,1,N/A
ANTIGENO HAV,1,N/A
DICLOFENACO SODICO EN FORMA DE MICROGRANULOS DE LIBERACIÒN CONTROLADA,1,N/A
RIBOFLAVINA 5 FOSFATO SODICO (B2),1,N/A
CITICOLINA SODICA (261.25 MG) EQUIVALENTE A CITICOLINA BASE,1,N/A
RANITIDINA CLORHIDRATO 55 MG EQUIVALENTE A RANITIDINA BASE,1,N/A
IBANDRONATO MONOSODICO MONOHIDRATO 168. 80MG EQUIVALENTES A ACIDO IBANDRONICO,1,N/A
SALMETEROL HIDROXINAFTOATO 0.03637MG EQUIVALENTES A SALMETEROL BASE,1,N/A
ACETILSALICILATO DE LISINA (EQUIVALENTE A 160 MG DE ACIDO ACETILSALICILICO),1,N/A
ACIDO ASCORBICO (33 MG) ASCORBATO DE NIACINAMIDA (84 MG) EQUIVALENTE A VITAMINA C,1,N/A
CLORHIDRATO DE LINCOMICINA (EQUIVALENTE A LINCOMICINA BASE),1,N/A
ESCITALOPRAM OXALTAO EQUITALENTE A ESCITALOPRAM,1,N/A
VIRUS DE LA INFLUENZA B/HONG KONG/5/72,1,N/A
IBUPROFENO GRANULADO (IBUPROFENO 85% + CELULOSA MICROCRISTALINA 6.63% + DIOXIDO DE SILICIO COLOIDAL 5.43% + CROSCARMELOSA SODICA 2.94%) 235.3 MG EQUIVALENTE A IBUPROFENO,1,N/A
PAMOATO DE PIRANTEL 725 MG EQUIVALENTE A PIRANTEL BASE,1,N/A
PENICILINA G SODICA CRISTALINA EQUIVALENTE A PENICILINA G 5'000.000 U.I,1,N/A
VITAMINA A ACETATO USP,1,N/A
CLORHIDRATO DE BETAXOLOL EQUIVALENTE A BETAXOLOL,1,N/A
HBSAG (RADN) >10MCG,1,N/A
CEFTAZIDIMA PENTAHIDRATADA (EQUIVALENTE A CEFTAZIDIMA),1,N/A
MEGLUMINA DIATRIZOATO 60% CONTENIDO DE YODO,1,N/A
AMOXIXILINA TRIHIDRATO,1,N/A
VENLAFAXINA CLORHIDRATO 169.72 MGEQUIVALENTE A VENLAFAXINA,1,N/A
EXTRACTO SECO DE BOLDO,1,N/A
FLUOCORTOLONA PIVALATO,1,N/A
CLINDAMICINA CLORHIDRATO MONOHIDRATO EQIVALENTE A CLINDAMICINA BASE,1,N/A
VITAMIBAB2,1,N/A
LEVADURA DE SELENIO FERROSA EQUIVALNTE A SELENIO,1,N/A
TERBINAFINA CLORHIDRATO 281.30 MGEQUIVALENTE A TERBINAFINA BASE,1,N/A
GENTAMICINA SULFATO EQUIVALENTE A GENTAMINCINA BASE,1,N/A
GEL PRENSADO DE HIDROXIDO DE ALUMINIO 44.65 G. EQUIVALENTE A HIDROXIDO DE ALUMINIO COMO GEL DESECADO USP.,1,N/A
ALENDRONATO SÓDICO TRIHIDRATADOEQUIVALENTEAALENDRONATO,1,N/A
INMUNOGLOBULINA HUMANA G(IG),1,N/A
EXTRACTO SECO DE SEMILLA DE CASTAÑA DE INDIAS ESTABILIZADO.(EQUIVALENTE A 20 MG. DE AESCINA),1,N/A
HIERRO ELEMENTAL (FUMARATO FERROSO),1,N/A
BUDESONIDA (CADA DOSIS SUMINISTRA 200 MCG DE BUDENOSIDA),1,N/A
POLISACARIDO CAPSULAR PURIFICADO DE HAEMOPHILUS TIPO B 10 MCG CONJUGADO A PROTEINA TETANICA,1,N/A
TOXOIDE DE TETANUS > 5 LF(SUSP DE VACUNA),1,N/A
CEFALOTINA SODICA TAMPONADA (EQUIVALENTE A CEFALOTINA BASE),1,N/A
DOBUTAMINA (COMO CLORHIDRATO DE DOBUTAMINA USP),1,N/A
ALCOHOL ETILICO AL96%,1,N/A
SUCCINILCOLINA CLORURO EQUIVALENTE A SUCCINILCOLINA,1,N/A
SULFATO DE CEFPIROMA EQUIVALENTE A CEFPIROMA BASE,1,N/A
PENICILINA G SODICA 1651 U.I./MG EQUIVALENTE A PENICILINA 5'000.000 U.I.,1,N/A
ETINILESTRADIOL*,1,N/A
PIRITIOXINA BICLORHIDRATO,1,N/A
GLIPIZIDA,1,N/A
INSULINA HUMANA MONOCOMPONENTE BIOSINTETICA. EQUIVALENTE A 3.5G DE INSULINA TOTAL,1,N/A
SULFATO CUPRICO PENTAHIDRATADO (EQUIVALENTE A 1 MG DEL ION COBRE),1,N/A
VINBLASTINA SULFATO ANHIDRO,1,N/A
ÁCIDOS OMEGA 3 AL 85% (EQUIVALENTE A 564MG DE ÁCIDO EICOSAPENTAENOICO Y 456 MG DE ÁCIDO DOCOSAHEXAENOICO),1,N/A
BUDESONIDA MICRONIZADA (CADA DOSIS CONTIENE 200 MCG),1,N/A
ACEITE DE HÍGADO DE BACALAO EQUIVALENTE A VITAMINA D3,1,N/A
ABACAVIR SULFATO705. 0MG (EQUIVALENTE A ABACAVIR BASE),1,N/A
GENTAMICINA SULFATO 0.147 EQUIVALENTE A GENTAMICINA BASE,1,N/A
BESILATO DE AMLODIPINO 3.4675 MG EQUIVALENTE A AMLODIPINO,1,N/A
TELITROMICINA,1,N/A
TRAMADOL CLORHIDRATO 100%,1,N/A
CLORHEXIDINA DIGLUCONATO (20%),1,N/A
TRIMETOPRIM USP,1,N/A
CLAVULANATO DE POTASIO 149MG EQUIVALENTE A ACIDO CLAVULÁNICO,1,N/A
AMPICILINA TRIHIDRATADA COMPACTADA EQUIVALENTE A AMPICILINA ANHIDRA,1,N/A
CETOGLUTARATODEB1-2POTASICO,1,N/A
IBUPROFENO (COMO IBUPROFENO MICROENCAPSULADO),1,N/A
CONDROITINA,1,N/A
PENTOXIFILINA GRANULADA EQUIVALENTE APENTOFIXIFILINA,1,N/A
RANITIDINA CLORHIDRATO334.8MGEQUIVALENTE A RANITIDINA BASE,1,N/A
A/VICTORIA/361/2011 (H3N2) - CEPA DERIVADA UTILIZADA IVR-165. 15 ΜG DE HEMAGLUTININA,1,N/A
BETAMETASONA VALERATO (EQUIVALENTE A 0.1GDE BETAMETASONA),1,N/A
ANTIGENO TETANICO PURIFICADO,1,N/A
NEOMICINA (COMO SULFATO),1,N/A
GEMCITABINA CLORHIDRATO (227.7 MG) EQUIVALENTE A DE GEMCITABINA BASE.,1,N/A
ASCORBATO DE NIACINAMIDA (APORTE DE NIACINAMIDA 100 MG),1,N/A
TIAMINA VITAMINA B1,1,N/A
STREPTOCOCCUS SALIVARIUS SUBESP. THERMOPHILUS. MINIMO (BILLONES),1,N/A
PAROXETINA CLORHIDRATO (EQUIVALENTE A 30 MG DE PAROXETINA),1,N/A
CEFACLOR EQUIVALENTE A CEFACLOR ANHIDRO,1,N/A
ASCORBATO DE CALCIO. EQUIVALENTE A ÁCIDO ASCÓRBICO,1,N/A
L-CISTEINA,1,N/A
ALENDRONATO SÓDICO EQUIVALENTE A ALENDRONATO,1,N/A
ACETAMINOFEN COMPRESION 90% EQUIVALENTE A ACETAMINOFEN,1,N/A
CIPROFLOXACINO 582.212MG EQUIVALENTE A 500 MG DE CIPROFLOXACINO BASE,1,N/A
GLICEROL-1(2)- DIHIDRÓGENO FOSFATO,1,N/A
SDSDSDASASSSDSDSDSD,1,N/A
CLAVULANATO DE POTASIO 100%,1,N/A
NEOMICINA SULFATO EQUIVALENTE A,1,N/A
FRUTOS DE SEN DE TINNEVELLY Y/O DE ALEJANDRIA,1,N/A
PEMETREXED DISODICO HEMI PENTAHIDRATOEQUIVALENTE A PEMETREXEDACIDOLIBRE,1,N/A
CAPA B:PROPINOX CLORHIDRATO,1,N/A
GENTAMICINA SULFATO EQUIVALENTE A 40 G. DE GENTAMICINABASE,1,N/A
PANTOPRAZOL SODICO SESQUIHIDRATADO 45.10 MG( EQUIVALENTE ADE PANTOPRAZOL),1,N/A
AMOXICILINA TRIHIDRATO( EQUIVALENTE A 5.0 G DEAMOXICILINA ANHIDRA),1,N/A
MISOPROSTOL 1%EQUIVALENTE A MISOPROSTOL,1,N/A
OLEATO DESODIO,1,N/A
INDINAVIR SULFATO ETANOLATO 500 MG. EQUIVALENTE A INDINAVIR BASE,1,N/A
ACIDO ASCORBICO (C),1,N/A
FOSFATO DE CALCIO DIBÁSICO EQUIVALENTE A FÓSFORO,1,N/A
DEXLANSOPRAZOL (EC PELLETS 20% W/W)300 MG EQUIVALENTE A DEXLANSOPRAZOL,1,N/A
FRACCIONESRIBOSOMALES: RIBOSOMASDEKLEBSIELLAPNEUMONIAE,1,N/A
CEFALEXINA MONOHIDRATO COMPACTADA EQUIVALENTE A 500 MG DE CEFALEXINA,1,N/A
CEFAZOLINA,1,N/A
ESCINA 100%,1,N/A
METRONIDAZOL BENZOIL MICRONIZADO. EQUIVALENTE A METRONIDAZOL BASE,1,N/A
VIAL (2) TROMBINA HUMANA (800 - 1200) IU /ML,1,N/A
VITAMINA E ACETATO DE ALFA TOCOFEROL EQUIVALENTE A 1000 UI DE VITAMINA E,1,N/A
SIBUTRAMINACLORHIDRATO MONOHIDRATO,1,N/A
PSEUDOEFRINA HCL,1,N/A
CEFTRIAXONA SODICA ESTERIL 3 1/2 H2O(EQUIVALENTE A 1 GRAMO DE CEFTRIAZONA BASE),1,N/A
EXTRACTO ESTANDARIZADO DE RUSCUS ACULEATUS CON UN 22% DE HETEROCIDOS,1,N/A
NÍQUEL,1,N/A
INMUNOGLOBULINAS G,1,N/A
DESMOPRESINA ACETATO EQUIVALENTE A 60 ΜG DE DESMOPRESINA,1,N/A
VITAMINA D3 2700 UI,1,N/A
EXTRACTO DE TE VERDE,1,N/A
PANTOPRAZOL SÓDICO SESQUIHIDRATO 42.30MG EQUIVALENTE APANTOPRAZOL BASE,1,N/A
MICROCOCOS TETRAGENOS,1,N/A
AGUA PARA INYECCION USP,1,N/A
VITAMINA D3 COLECALCIFEROL EQUIVALENTE A VITAMINA D,1,N/A
CALCIO CARBONATO ( EQUIVALENTE CA 2+1000 MG.),1,N/A
VENLAFAXINA CLORHIDRATO EQUIVALENTE A 150 MGVENLAFAXINA BASE,1,N/A
GLUCOMANNAN POLVO,1,N/A
IODURO DE POTASIO 76.5 % APORTANDO 0.150 G DE IODO,1,N/A
IMATINIB COMO MESILATO,1,N/A
VITAMINA D (DL-ALFA TOCOFERIL ACETATO,1,N/A
TERASOZINA CLORHIDRATO DIHIDRATO EQUIVALENTE A 2MG DE TERAZOSINA BASE,1,N/A
RANITIDINA CLORHIDRATO 334.8 MG EQUIVALENTE ARANITIDINA BASE,1,N/A
MONOVANADATO DE SODIO EQUIVALENTE A VANADIO,1,N/A
TROMBINA HUMANA (3.2 - 5.0 UI) -COMPONENTE 2-,1,N/A
HIERRO TRIS GLICINATO QUELATO EQUIVALENTE A 6.5 MG / ML DE HIERRO ELEMENTAL,1,N/A
ESPIRAMICINA,1,N/A
AMPICILINA (EN FORMA DE AMPICILINA SODICA ESTERIL),1,N/A
AMOXICILINA TRIHIDRATO EQUIVALENTE A 7.5 MG DE AMOXICILINA ANHIDRA,1,N/A
VITAMINA B 2(RIBOFLAVINA 5- FOSFATO),1,N/A
CLOPIDOGREL BISULFATO (97.858MG) EQUIVALENTE A CLOPIDOGREL,1,N/A
BECLOMETASONA DIPROPIONATO ANHIDRA (MICRONIZADO),1,N/A
MOLIBDATO SÓDICO EQUIVALENTE A MOLIBDENO,1,N/A
DL- ALFA TOCOFERIL ACETATO/ VITAMINA E SINTÉTICA EQUIVALENTE A VITAMINA E,1,N/A
ALCOHOL ETÍLICO DE 96º GL,1,N/A
AMIDOTRIZOATO SODICO,1,N/A
CLORURODEZINC,1,N/A
QUETIAPINA FUMARATO EQUIVALENTE QUETIAPINA,1,N/A
GRANISETRON CLORHIDRATO(EQUIVALENTE A DE GRANISETRON BASE),1,N/A
FEXOFENADINA,1,N/A
LOVASTINA,1,N/A
CLORURO DE SODIO EQUIVALENTE A 2 MEQ/ML,1,N/A
SUERO PURIFICADO ANTIRRABICO,1,N/A
VITAMINA A ACETATOSECO USP,1,N/A
FACTOR VII (20 - 146 U/ML) EL VALOR ANOTADO ES EL PROMEDIO DE 600-4380,1,N/A
QUETIAPINA FUMARATO 345.0MGEQUIVALENTE A QUETIAPINA BASE,1,N/A
CIANOCOBALAMINA (VITAMINA B12 PURA),1,N/A
MEFLOQUINA CLORHIDRATO (275 MG) EQUIVALENTE AMEFLOQUINABASE 250 MG,1,N/A
VITAMINA K1 (FITOMENADIONA)EQUIVALENTE A VITAMINAK,1,N/A
ACIDOASCORBICO,1,N/A
IODO POLIVINILPIRROLIDONA,1,N/A
PENICILINA G ( EN FORMA DE PENICILINA G PROCAINICA ESTERIL),1,N/A
AMIKACINA SULFATOEQUIVALENTE A AMIKACINA BASE,1,N/A
CEFTRIAXONA SODICA EQUIVALENTE A CEFTRIAXONA,1,N/A
PANTOPRAZOL SODICO EQUIVALENTE A PANTOPRAZOL,1,N/A
CARBONATO DE CAL PRECIPITADO,1,N/A
CIPROFLOXACINA CLORHIDRATO MONOHIDRATO EQUIVALENTE A CIPROFLOXACINA BASE.,1,N/A
ALPRAZOLAM FEU,1,N/A
DALTEPARINASÓDICA,1,N/A
TETRAHIDROZOLINA CLORHIDRATO USP (TETRIZOLINA),1,N/A
DL ALFA TOCOFERIL ACETATO/VITAMINA E SINTETICA EQUIVALENTEA 75 UI DE VITAMINA E,1,N/A
BILIS DE BUEY POLVO,1,N/A
NISTATINA 23 MG (EQUIVALENTES A 100000 IU),1,N/A
TAMSULOSINA CLORHIDRATO PELLETS 300 MG EQUIVALENTES A TAMSULOSINA CLORHIDRATO,1,N/A
TERCONAZOL MICRONIZADO,1,N/A
COMPLEJO DE CROMO (COMO CROMO),1,N/A
INMUNOGLUBULINA ANTILINFOCITOS T DE CONEJO,1,N/A
L-TRPTOFANO,1,N/A
COMPLEJO AMINO PROPANO DICARBOXILATO FERROSO (EQUIVALENTE A 513 MG DE HIERRO ELEMENTAL),1,N/A
ETILCELULOSA,1,N/A
SULFATO DIBASICO DE CALCIO,1,N/A
ERITROMICINA ETIL SUCCINATO EQUIVALENTE A ERITROMICINA,1,N/A
IBUPROFENO ( COMPRESION DIRECTA66 % ) ( IBUPROFENO 66%. DIOXIDO DE SILICIO COLOIDAL. ALMIDÓN DE MAÍZ . ALMIDÓNPREGELATINIZADO. CELULOSA MICROCRISTALINA. POVIDONA K30. ACIDO ESTEARICO. CROSCARMELOSA SODICA)EQUIVALENTE A,1,N/A
AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA BASE 250 MG,1,N/A
NAPROXENO SODICOUSP,1,N/A
AGUA DESTILADA ESTERIL USP,1,N/A
VITAMINA B 12 (CIANOCOBOLAMINA),1,N/A
CEFUROXIMA ACETIL EQUIVALENTE A CEFUROXIMA BASE,1,N/A
CEFAZOLINA SODICA ESTERIL (EQUIVALENTE A 1.0 G DE CEFAZOLINA),1,N/A
VIRUS DE RABIA INACTIVADO POTENCIA > 2.5 UI,1,N/A
SULFATOFERROSO HEPTAHIDRATADO4.356GEQUIVALENTESAHIERROELEMENTAL,1,N/A
ACIDO PANTOTENICO (D-CALCIO PANTOTENATO ),1,N/A
FOSFATO DICALCICO DIBASICO EQUIVALENTE A 200.00 MG. DE FOSFORO Y 258.8 MG. DE CALCIO,1,N/A
SIMETICONA (DIMETILPOLISILOXANO) AL 30%. EQUIVALENTE A SIMETICONA,1,N/A
IBANDRONATO SODICO MONOHIDRATADO EQUIVALENTE A 150 MG DE ACIDO IBANDRONICO,1,N/A
AMOXICILINA TRIHIDRATADA EQUIVALENTE A AMOXICILINA,1,N/A
DOBUTAMINA CLORHIDRATO (EQUIVALENTE A DOBUTAMINA BASE),1,N/A
DICLOFENACO ACIDO LIBRE,1,N/A
DROSPERINONA,1,N/A
FENTANILO CITRATO 314 MCG EQUIVALENTE A FENTANILO BASE,1,N/A
AMLODIPINO BESILATO 6.940 MG (EQUIVALENTE A AMLODIPINO BASE),1,N/A
PREMEZCLA DEVITAMINA A PALMITATO / VITAMINA D3 0.084 G EQUIVALENTE A 36971 UI DE VITAMINA A Y 3697 UI DE VITAMINA D3. ESTA CANTIDAD INCLUYE EL 74% DE EXCESO DE CADA UNA DE LAS VITAMINAS A Y D3.,1,N/A
ACEITE DE HIERBA DE SAN JUAN,1,N/A
CADA VIAL CONTIENE SERMORELINA,1,N/A
QUETIAPINA FUMARATO 28.783 MG EQUIVALENTE A QUETIAPINA,1,N/A
LISINA (COMO LISINA ACETATO),1,N/A
EXTRACTO DE PANAX GINSENG (EQUIVALENTE A 27-30% DE GINSENÓSIDOS),1,N/A
ROSUVASTATINA DE CALCIO EQUIVALENTE A ROSUVASTATINA,1,N/A
HIDROXIDO DE SODIO Y/O ACIDO SULFURICO PARA AJUSTE DE PH C.S,1,N/A
ALPROSTADIL (PGE1),1,N/A
COLECALCIFEROL RECUBIERTO (VITAMINAD3) 2.0MG EQUIVALENTE A 200 U.I.,1,N/A
VITAMINA E (DL TOCOFEROL ACETATO),1,N/A
YODOPOVIDONA USP 10 G. EQUIVALENTE YODO,1,N/A
L- PHENIL ALANINE,1,N/A
ACEITE DE HIGADO DE BACALAO 5.882 G EQUIVALENTE A 7058.4 UI DE VITAMINA A Y 705.84 UI DE VITAMINA D3. ESTA CANTIDAD INCLUYE EL 74% DE EXCESO DE CADA UNA DE LAS VITAMINAS A Y D3.,1,N/A
EXTRACTOFLUIDO DERUIBARBO ( EQUIVALENTEA0.39GEXTRACTOBLANDODERUIBARBO),1,N/A
PENICILINA G PROCAINICA ESTERIL EQUIVALENTE A PENICILINA G,1,N/A
DIPIRONA SODICA (EQUIVALENTE A 500.00MG DE DIPIRONA),1,N/A
CARBONATO DE CALCIO(EQUINALENTE A 300 MG. DE CALCIO),1,N/A
ACEITE DE JOJOBA,1,N/A
CLORURO CALCICO. 2H2O,1,N/A
SODIO BORATO,1,N/A
ALENDRONATO MONOSODICO TRIHIDRATO 91.4 MG,1,N/A
CIANOCOBALAMINA ( VITAMINA B12 ),1,N/A
COLIFLOR EN POLVO,1,N/A
EPINEFRINA CLORHIDRATO EQUIVALENTE A EPINEFRINA,1,N/A
BISGLICINATO FERROSO QUELATO 20% DE HIERRO (EQUIVALENTE A 600 MG DE HIERRO),1,N/A
YODOPOLIVINILPIRROLIDONA EQUIVALENTE A YODO DISPONIBLE 0.8 GRAMOS,1,N/A
SULFAMETOTAZOL USP,1,N/A
ACETATO DE HIDROXIPROGESTERONA,1,N/A
MIDAZOLAM CLORHIDRATO,1,N/A
BOPAMINA CLORHIDRATO (EQUIVALENTE A IBOPAMINA BASE 50 MG),1,N/A
TIMOLOL MALEATO (EQUIVALENTE A 5 MG DE TIMOLOL),1,N/A
SULFATO DE ZINC MONOHIDRATO 65.90 MG EQUIVALENTE A ZINC,1,N/A
VIRUS VIVOS ATENUADOS DE SARAMPION DERIVADA DE LA CEPA EDMONSTON -ZAGREB MEASLES,1,N/A
ADRENALINA CLORHIDRATO,1,N/A
CEFALEXINA (EQUIVALENTE A 276.23 MG DE CEFALEXINA MONOHIDRATO),1,N/A
FOSFATO DICALCICO EQUIVALENTE A FOSFORO,1,N/A
780 DL50VENENO DESHIDRATADO DEBOTHROPSSP,1,N/A
PENICILINA G CLEMIZOL(EQUIVALENTE A 400.000 U.I.),1,N/A
AMPICILINA SODICA (EQUIVALENTE A AMPICILINA BASE),1,N/A
MALEATO DE BROMFENIRAMINAUSP,1,N/A
RIVOFLAVINA 5 FOSFATO SODICA 68.3636 MG EQUIVALENTE A RIBOFLAVINA,1,N/A
ONDANSETRON CLORHIDRATO DIHIDRATO 10 MG EQUIVALENTE A ONDANSETRON BASE,1,N/A
PEROXIDO DE HIDROGENO AL 50 % 6 G EQUIVALENTE A PEROXIDO DE HIDROGENO 3 G,1,N/A
ATORVASTATINA CALCICA AMORFA EQUIVALENTE A 10 MG DE ATORVASTATINA,1,N/A
5- NITRATAO DE ISOSORBIDA,1,N/A
CLORURO DE CALCIO2 H2OION CALCIO 1.75 MMOL/L( 3.50 MEQ/L ),1,N/A
SEVOFLURANO,1,N/A
CLOBETASOL 17- PROPIONATO,1,N/A
EXTRACTO SECO DE GINKGO BILOBA120MG EQUIVALENTE A 28.8 MG DE GLICOSIDOS FLAVONICOSDE GINKGO.,1,N/A
ATORVASTATINA CALCICA (EQUIVALENTE A 10 MG. DE ATORVASTATINA BASE),1,N/A
CIPROFLOXACINO CLORHIDRATO MONOHIDRAT EQUIVALENTE A CIPROFLOXACINO BASE,1,N/A
METOCLOPRAMIDA CLORHIDRATO MONOHIDRATO EQUIVALENTE A METOCLOPRAMIDA CLORHIDRATO ANHIDRA,1,N/A
DOXAZOSINA MESILATO 2.43MG EQUIVALENTE A DOXAZOSINA,1,N/A
SULFACETAMIDA SODICA USP,1,N/A
VALACICLOVIR CLORHIDRATO MONOHIDRATO 600 MG. EQUIVALENTE AVALACICLOVIR,1,N/A
ADRENALINA ACIDO TARTRATO,1,N/A
